"star","nChar","income","unviersity","nSentence","p.","p..1","very.positive","some.positive","neutral","some.negative","very.negative"
4,2011,80310,0,44,7,0,4,11,18,3,3
4,1747,55043,1,30,1,0,5,7,5,4,1
5,193,55043,1,3,0,0,3,2,2,0,0
5,808,45166,0,7,0,0,1,4,2,4,0
1,343,37316,1,13,2,0,0,1,0,0,1
5,98,66000,1,5,0,0,2,0,0,0,0
3,360,66000,1,7,1,0,1,2,1,1,0
5,511,72569,1,10,0,0,2,3,4,1,0
1,210,37316,1,8,0,0,0,0,0,1,4
2,264,72569,1,5,0,0,0,1,1,0,2
2,243,67165,1,5,4,0,0,2,0,0,0
4,1526,37316,1,20,5,0,3,8,11,4,0
3,2353,67165,1,34,1,0,4,3,10,17,5
5,246,77619,0,4,0,0,2,0,3,0,0
5,420,55687,1,7,6,0,4,4,1,1,2
1,814,77619,0,15,1,0,1,5,2,3,1
5,702,66000,1,13,7,0,5,6,3,1,0
1,800,66000,1,11,0,0,0,0,0,0,1
5,137,35934,1,1,0,0,0,1,0,0,0
2,927,37316,1,12,0,0,2,2,3,5,3
5,137,72569,1,1,0,0,1,0,1,0,0
1,469,45166,0,7,0,0,0,3,2,1,2
5,1090,41255,0,18,15,0,3,3,1,4,1
5,408,66000,1,5,1,0,2,5,4,1,0
4,584,66000,1,9,0,0,1,6,3,2,1
3,103,49336,0,11,0,0,0,0,0,1,1
1,602,26724,1,21,3,3,0,1,1,2,4
1,182,77143,0,11,8,0,0,1,0,0,0
3,1205,55043,1,18,1,0,1,5,11,5,2
5,271,80310,0,7,0,0,-1,3,0,1,0
5,255,77619,0,6,1,3,0,0,0,2,0
4,414,49336,0,7,2,0,5,2,1,0,0
4,342,66000,1,6,0,0,4,0,1,1,0
4,932,77736,0,13,0,0,2,2,8,6,0
5,248,77736,0,4,1,0,1,1,1,0,0
1,408,37316,1,11,2,0,0,4,0,2,1
5,391,67165,1,6,0,0,1,1,2,2,0
5,355,66000,1,3,0,0,0,0,0,1,0
5,154,26724,1,3,3,0,0,4,0,1,0
1,610,55687,1,7,0,0,0,2,2,4,1
4,684,72569,1,8,1,0,2,4,7,1,0
5,470,77736,0,6,0,0,4,2,2,1,0
5,241,72569,1,3,1,0,2,0,1,1,0
5,688,35934,1,11,2,0,2,3,3,3,0
1,188,55687,1,1,0,0,0,1,2,3,1
3,2015,67165,1,31,1,3,2,2,2,11,6
1,307,45166,0,8,0,1,0,0,1,2,2
5,366,66000,1,4,0,0,2,2,3,0,0
5,1200,66000,1,13,7,1,4,5,6,2,1
5,262,55043,1,5,0,0,6,2,2,0,0
4,244,66000,1,6,0,0,2,4,1,1,1
5,165,55687,1,3,1,0,2,1,1,0,0
1,2959,38919,1,53,1,6,4,8,11,15,6
3,958,77619,0,11,1,1,0,7,5,6,0
3,582,66000,1,7,0,0,3,2,1,4,4
2,418,77736,0,4,0,0,1,2,2,2,2
3,1792,55043,1,29,3,0,3,3,8,5,1
5,298,77736,0,7,3,0,2,1,0,2,0
5,336,80310,0,9,7,0,5,2,2,1,0
5,225,55687,1,4,1,0,1,2,1,0,0
5,156,43706,0,3,2,0,2,1,0,0,0
2,207,66000,1,4,0,0,0,0,2,3,0
5,459,35934,1,8,0,0,1,1,4,5,0
5,397,67165,1,7,3,0,1,3,5,1,0
4,945,67165,1,15,0,0,3,3,5,1,0
3,949,67165,1,8,0,0,2,3,0,8,1
4,280,77736,0,5,0,0,1,1,1,0,0
5,296,72569,1,5,4,0,1,1,1,0,0
5,186,66000,1,7,7,0,2,0,1,2,1
4,121,66000,1,5,0,0,1,2,0,0,0
4,115,66000,1,6,5,0,1,2,0,1,0
5,297,55687,1,8,1,0,2,0,0,0,0
5,231,80310,0,4,4,0,0,1,3,0,1
5,324,36695,1,5,1,0,0,3,0,1,1
1,101,72569,1,3,0,0,0,0,0,2,1
5,187,66000,1,6,1,0,0,2,4,1,0
5,482,37316,1,7,0,0,0,2,1,0,0
4,1863,37316,1,25,6,0,1,17,4,11,0
5,537,77736,0,14,2,0,3,2,2,0,0
4,332,66000,1,8,2,0,2,3,4,2,0
5,126,67165,1,6,5,0,5,2,0,0,0
5,465,66000,1,7,2,0,2,2,0,1,0
1,1675,66000,1,18,1,0,1,1,4,9,5
4,814,83084,0,11,2,0,3,7,2,3,0
5,150,26724,1,5,5,0,1,2,1,0,0
5,656,77736,0,24,9,0,2,5,7,2,1
3,286,72569,1,4,0,0,0,4,1,3,0
4,939,67165,1,19,0,0,5,3,2,6,2
5,147,67165,1,6,2,1,0,1,0,0,0
5,973,35934,1,28,2,0,5,3,6,4,0
4,2347,80310,0,21,0,0,0,7,15,7,0
5,354,63109,1,7,0,0,3,1,3,1,1
5,153,55687,1,2,0,0,1,1,1,0,0
5,997,37316,1,9,0,0,6,6,5,3,1
5,729,46162,1,6,0,0,5,3,8,2,0
4,430,66000,1,9,0,0,1,1,5,1,3
5,609,66000,1,9,2,0,4,4,5,1,0
4,789,67165,1,17,0,0,1,6,9,2,0
4,356,67165,1,7,1,0,2,2,2,2,0
5,582,77619,0,14,6,0,2,2,0,1,1
1,181,77619,0,3,0,0,2,0,1,0,0
4,614,49336,0,11,4,0,3,2,1,1,0
5,951,66000,1,16,0,0,1,6,6,5,0
5,416,83084,0,7,3,0,2,5,2,0,0
4,1092,37316,1,12,6,0,4,4,9,7,1
5,346,55043,1,8,3,0,3,2,1,0,0
2,384,49865,0,6,0,0,1,2,2,4,1
5,309,49336,0,7,6,0,4,5,2,0,0
5,467,49336,0,8,4,0,3,5,1,2,1
2,1071,67165,1,14,0,0,1,3,4,4,2
4,647,63109,1,9,0,0,1,3,6,4,1
4,180,63109,1,2,2,0,1,1,1,0,0
4,1809,66000,1,33,2,0,7,10,4,4,0
5,454,77619,0,5,1,0,2,3,2,1,0
4,453,66000,1,5,1,0,0,0,0,5,0
5,1000,98140,1,9,0,0,5,4,2,5,1
1,1445,45166,0,31,1,0,2,3,5,9,2
5,115,45166,0,3,2,0,1,3,1,0,0
1,574,49336,0,6,0,0,0,1,3,4,3
5,651,35934,1,11,2,0,3,4,5,2,0
1,987,37316,1,12,0,0,0,1,2,1,3
5,549,67165,1,12,0,0,2,4,2,5,-1
5,383,66000,1,7,1,0,4,4,4,0,0
5,116,66000,1,3,0,0,3,0,0,0,0
2,253,49336,0,2,0,0,0,0,0,0,2
2,275,45166,0,4,1,0,0,1,3,0,2
5,560,72569,1,7,2,0,1,1,0,1,1
1,325,77736,0,4,0,0,0,1,2,0,4
4,451,66000,1,9,6,0,5,2,1,2,0
1,430,63109,1,8,0,0,0,1,0,1,4
1,240,80310,0,7,0,0,1,1,0,2,4
4,1291,37316,1,18,0,0,3,8,6,2,1
5,812,49865,0,10,4,0,2,2,2,6,3
4,559,66000,1,8,0,0,0,5,6,4,1
4,267,35934,1,5,1,0,1,2,1,0,0
5,322,49336,0,6,2,0,2,4,1,1,0
4,373,77736,0,9,1,1,3,1,2,1,0
4,922,98140,1,17,1,1,5,8,10,3,1
5,284,67165,1,4,0,0,1,2,2,0,0
4,543,30413,1,6,0,0,1,3,4,1,0
5,309,66000,1,3,1,0,3,1,1,0,1
3,326,37316,1,6,0,0,0,2,0,1,0
1,877,66000,1,11,0,0,0,4,2,5,4
4,334,77736,0,10,3,1,5,1,0,0,0
5,128,67165,1,2,0,0,1,0,0,0,0
1,749,66000,1,12,1,1,0,1,5,2,1
5,262,66000,1,5,1,0,3,3,2,0,0
2,1606,77736,0,15,0,0,0,6,15,12,2
4,1480,35934,1,49,6,0,3,13,6,4,2
4,917,37316,1,15,1,0,5,7,7,4,0
4,416,77619,0,6,0,0,2,3,2,4,0
5,482,66000,1,9,5,0,3,3,2,0,0
3,474,38919,1,9,0,1,0,2,0,2,0
5,297,77619,0,6,0,0,2,4,2,0,0
3,145,98140,1,6,3,0,2,4,1,0,0
4,94,55043,1,2,0,0,1,1,0,1,0
5,1118,77619,0,16,0,1,4,6,9,5,1
5,985,67165,1,17,5,0,2,11,5,8,1
2,1671,37316,1,26,2,1,2,8,9,4,4
4,155,55687,1,2,0,0,1,1,1,1,0
5,186,67165,1,3,0,0,1,0,0,1,0
3,1277,66000,1,13,1,0,2,8,4,5,2
4,102,72569,1,2,1,0,1,2,0,0,0
3,292,67165,1,3,0,0,2,1,0,2,0
3,100,45166,0,2,0,0,1,0,0,4,0
5,664,77619,0,16,1,1,5,5,-1,7,0
4,160,66000,1,4,0,0,0,2,2,0,0
5,588,37316,1,10,3,0,2,3,2,4,0
5,224,41255,0,9,5,2,3,1,2,0,0
5,217,49865,0,4,2,0,4,0,2,0,0
1,385,66000,1,6,0,0,1,0,1,4,0
4,669,66000,1,18,3,0,2,2,6,2,0
5,118,77736,0,4,2,0,2,0,0,0,0
5,209,66000,1,5,3,0,5,1,0,1,0
3,67,26724,1,1,1,0,0,0,0,0,0
4,653,77619,0,11,0,0,1,5,2,1,1
5,157,37316,1,5,0,0,3,1,0,0,0
4,260,98140,1,4,0,0,0,0,2,3,1
3,619,66000,1,8,0,0,0,3,2,2,1
5,467,63109,1,7,1,0,3,5,0,0,0
1,453,66000,1,9,0,0,0,2,1,2,0
5,1155,55687,1,16,1,0,6,9,5,4,0
5,329,83084,0,5,0,0,3,0,1,0,0
4,366,72569,1,6,0,0,0,2,3,2,0
5,216,77736,0,5,1,0,1,3,0,2,0
5,122,55687,1,4,2,0,0,1,0,0,0
5,274,37316,1,15,12,0,1,2,2,1,1
1,1443,37316,1,26,3,0,2,4,11,4,6
4,698,66000,1,7,1,0,4,3,6,1,0
1,199,49336,0,3,0,0,1,0,0,0,1
5,240,35934,1,5,0,0,2,2,0,1,0
4,297,77736,0,4,0,0,1,2,1,0,0
4,177,72569,1,3,0,0,0,0,0,0,0
5,837,35934,1,20,9,0,3,3,4,3,1
4,957,37316,1,15,6,0,3,0,10,5,1
5,882,49336,0,21,5,0,4,4,2,1,2
3,918,37316,1,10,1,0,1,7,3,6,1
5,120,35934,1,4,0,0,2,2,0,0,0
5,246,66000,1,6,3,0,4,1,0,0,0
5,252,66000,1,4,3,0,0,1,1,2,0
5,496,38264,1,7,2,0,8,2,3,3,0
5,115,37316,1,2,1,0,2,1,0,0,0
3,996,37316,1,20,0,0,4,4,4,4,0
5,786,49865,0,7,1,0,6,8,5,4,1
4,924,35934,1,11,0,0,2,7,5,4,0
5,4799,77619,0,57,4,0,9,16,15,16,5
5,266,83084,0,6,0,0,1,4,0,1,0
5,282,63109,1,5,2,0,4,4,2,1,0
5,343,72569,1,6,0,0,3,3,1,0,1
5,88,55043,1,3,1,0,2,0,3,0,0
5,796,43706,0,9,1,0,4,5,8,8,0
4,444,45166,0,6,0,0,0,2,1,2,1
5,194,55687,1,4,1,0,3,1,0,0,0
4,190,37316,1,2,0,0,2,0,2,1,0
5,599,98140,1,6,0,0,1,3,5,6,0
4,1506,66000,1,16,1,0,4,7,4,5,0
2,584,45166,0,7,0,0,0,2,2,3,0
5,210,66000,1,2,0,0,3,0,3,1,1
3,201,66000,1,1,0,0,0,0,2,1,1
4,149,37316,1,2,0,0,0,1,1,0,0
5,500,66000,1,9,4,0,0,4,0,3,0
4,381,55687,1,3,0,0,2,6,0,4,0
5,347,35934,1,5,2,0,2,1,0,0,0
5,265,80310,0,6,0,0,2,3,2,3,0
4,1071,55043,1,14,4,0,6,6,4,3,0
5,693,66000,1,9,0,0,4,4,0,2,0
5,304,77736,0,6,3,0,1,0,0,0,0
5,211,66000,1,6,1,0,2,0,4,0,0
1,471,67165,1,7,0,0,1,2,0,3,0
3,1259,80310,0,13,0,0,2,3,6,4,0
3,261,83084,0,5,0,0,0,0,3,0,4
1,1607,77736,0,13,1,0,2,5,7,8,1
4,130,66000,1,3,1,0,1,0,1,0,1
5,214,66000,1,4,2,0,2,1,0,1,0
5,443,67165,1,16,3,0,3,3,5,0,1
3,3980,37316,1,46,2,0,3,21,21,20,5
5,135,55043,1,4,0,0,0,1,0,0,0
4,416,66000,1,6,0,0,3,2,3,6,0
5,463,49425,0,7,2,0,3,1,1,3,1
4,372,80310,0,10,4,0,2,4,1,1,0
3,672,83084,0,9,0,0,0,5,7,4,1
5,320,35934,1,4,0,0,2,2,2,2,0
2,222,35934,1,5,0,0,0,2,0,1,1
1,831,43706,0,7,3,1,3,2,5,2,0
4,213,30413,1,3,1,0,1,2,2,1,0
3,225,77619,0,4,1,0,2,1,1,1,1
3,241,37316,1,7,1,0,2,0,0,0,0
4,739,77736,0,10,0,0,2,4,2,2,0
5,455,77619,0,3,0,0,3,4,1,4,0
4,399,66000,1,6,0,0,0,2,3,3,0
4,277,63109,1,10,0,0,2,1,0,0,0
1,397,38264,1,6,4,0,0,0,2,4,1
5,203,66000,1,4,0,0,3,1,2,0,0
5,281,72569,1,4,0,0,0,0,4,0,0
5,291,80310,0,5,0,0,2,5,1,2,0
5,110,98140,1,3,0,0,0,0,0,1,0
3,633,77619,0,7,0,0,2,3,2,2,0
5,313,55043,1,1,0,0,5,2,0,0,0
4,829,35934,1,17,0,1,3,4,4,3,0
2,235,77736,0,1,0,0,0,0,0,2,0
5,204,67165,1,8,1,0,0,1,1,0,0
1,203,35934,1,6,3,1,0,0,2,1,0
4,251,77736,0,4,1,0,1,0,2,0,0
4,1073,66000,1,10,1,0,3,1,1,6,1
5,217,66000,1,7,5,0,2,3,1,0,0
3,226,37316,1,8,0,0,0,3,1,0,3
4,1178,63109,1,16,0,0,2,6,6,5,1
3,527,67165,1,7,0,0,1,5,0,1,0
5,320,83084,0,7,0,0,3,1,1,1,0
4,839,66000,1,11,2,0,4,2,7,8,1
5,146,66000,1,4,1,0,2,0,3,3,0
4,681,66000,1,12,3,0,3,8,3,0,2
4,731,37316,1,18,13,0,4,2,4,2,0
5,98,66000,1,1,0,0,1,1,0,1,0
2,1011,67165,1,12,0,0,2,0,8,2,0
5,599,38264,1,12,2,0,5,5,1,2,0
3,474,98140,1,6,0,0,1,1,2,2,0
5,250,49336,0,5,0,0,2,1,1,0,0
3,768,72569,1,11,0,1,2,4,2,7,1
4,282,55043,1,4,2,0,4,4,1,0,0
4,885,66000,1,12,1,0,0,5,4,5,0
1,202,66000,1,6,0,0,0,0,1,1,2
5,390,72569,1,5,0,0,0,1,-1,0,0
5,164,55043,1,2,0,0,0,1,2,2,0
5,207,35934,1,6,3,0,5,2,0,1,0
5,752,77736,0,6,3,0,6,6,5,1,0
5,1007,66000,1,13,2,0,5,4,6,1,0
4,149,35934,1,5,2,0,2,1,1,1,0
4,396,37316,1,7,0,0,1,3,2,0,0
2,262,66000,1,5,0,0,2,0,1,6,1
4,690,66000,1,7,0,0,0,8,3,5,0
2,592,72569,1,12,1,0,2,2,1,0,1
4,321,66000,1,6,2,0,4,1,2,1,0
5,198,55043,1,5,0,0,2,3,0,0,0
2,1711,66000,1,38,0,0,4,3,9,12,7
3,643,67165,1,5,0,0,1,1,3,5,0
1,675,66000,1,8,0,0,0,2,3,3,0
1,172,55687,1,1,0,0,1,0,2,0,2
3,226,77736,0,7,0,0,0,2,0,1,0
4,412,55687,1,10,4,2,2,0,1,3,0
5,282,77736,0,6,3,0,3,0,1,0,1
5,258,66000,1,4,1,0,0,1,0,0,0
5,623,55043,1,15,12,0,5,6,0,2,1
2,1847,77736,0,19,1,0,1,3,8,13,5
5,383,77736,0,7,0,0,1,7,0,3,0
5,788,66000,1,13,4,0,0,2,6,3,1
2,1453,35934,1,33,2,7,1,4,8,7,5
5,220,83084,0,4,0,0,3,4,-1,0,2
2,670,49336,0,8,0,0,0,2,2,1,1
4,321,77619,0,5,1,0,1,0,0,0,0
5,1340,55043,1,14,1,0,5,2,8,7,0
3,791,77619,0,13,0,1,2,5,2,4,1
5,631,80310,0,14,6,0,6,2,3,2,1
1,250,43706,0,4,0,0,0,2,1,0,3
2,348,66000,1,6,0,0,-1,2,1,4,0
3,213,35934,1,2,0,0,0,0,3,1,1
5,543,77736,0,8,2,0,1,3,1,3,0
2,415,55043,1,10,0,0,0,3,3,4,0
5,735,66000,1,20,12,0,3,1,2,2,0
1,467,38264,1,1,0,0,0,3,2,4,0
2,994,66000,1,14,0,0,2,7,4,5,0
2,620,66000,1,11,0,0,0,2,6,2,1
4,245,55043,1,7,1,0,2,2,2,0,0
3,883,66000,1,18,2,0,-1,7,4,2,0
1,265,35934,1,5,0,0,0,0,2,1,3
5,327,83084,0,24,21,0,0,1,0,0,0
5,225,67165,1,11,3,0,2,2,0,0,1
5,926,66000,1,14,4,0,3,3,7,3,1
5,110,49865,0,3,0,0,1,3,0,0,0
5,494,66000,1,7,3,0,2,3,3,2,0
1,705,77736,0,10,0,0,0,0,2,3,1
4,899,35934,1,7,0,0,2,0,3,2,3
5,428,66000,1,5,0,0,3,2,3,1,0
4,190,66000,1,7,1,0,2,1,1,1,1
3,399,66000,1,7,3,1,3,1,3,2,2
4,93,72569,1,1,0,0,0,1,0,0,0
3,278,66000,1,4,0,0,0,0,1,0,2
4,282,35934,1,5,0,0,3,1,3,0,0
2,853,46162,1,19,7,0,0,1,4,1,2
5,435,83084,0,4,0,0,4,4,0,2,0
1,114,38264,1,1,0,0,0,1,1,2,1
5,171,67165,1,2,0,0,3,3,0,0,0
4,407,66000,1,6,1,1,0,4,4,2,0
3,366,66000,1,5,0,0,0,3,1,1,2
5,618,67165,1,7,0,0,4,1,1,1,0
5,382,66000,1,8,0,0,3,2,1,1,0
4,179,35934,1,3,0,0,1,1,1,1,0
4,191,66000,1,4,0,0,1,2,0,0,0
4,205,55687,1,6,0,0,2,1,2,0,0
4,350,66000,1,5,1,0,1,3,2,2,0
4,854,77736,0,12,1,0,3,3,3,1,0
5,107,77619,0,2,0,0,0,1,0,1,0
4,1023,37316,1,12,2,1,3,6,3,3,1
4,329,37316,1,4,0,0,3,3,0,2,0
5,167,55687,1,7,5,0,1,1,1,1,0
3,490,77619,0,6,0,0,1,6,4,0,0
3,427,37316,1,3,0,0,1,3,2,3,0
1,1477,37316,1,22,13,0,4,5,6,5,3
5,246,55687,1,5,4,0,5,0,1,0,0
4,1374,66000,1,21,4,1,4,7,7,8,4
5,134,41255,0,3,0,0,1,3,2,0,0
5,174,67165,1,4,2,0,2,2,2,0,0
5,250,66000,1,3,0,0,2,1,0,0,0
5,142,77619,0,1,1,0,2,1,0,0,0
4,2314,80310,0,42,0,0,7,13,15,15,1
4,155,55043,1,3,0,0,1,1,1,1,0
3,808,80310,0,15,0,0,2,9,7,1,0
5,152,35934,1,3,3,0,3,2,1,0,0
4,184,43706,0,2,0,0,1,5,1,2,0
4,278,66000,1,5,0,0,0,4,0,3,0
4,1732,66000,1,27,1,0,2,12,20,4,2
3,1277,37316,1,15,1,0,3,3,3,8,1
5,304,66000,1,3,1,0,4,0,2,3,0
5,787,66000,1,9,1,0,6,5,4,2,0
5,701,66000,1,11,2,0,5,0,0,3,0
4,177,72569,1,6,1,0,0,3,3,0,0
1,459,43706,0,9,4,0,0,0,0,2,1
4,1010,43706,0,12,0,0,2,2,6,1,1
5,365,35934,1,7,1,0,3,3,2,0,0
3,189,80310,0,3,0,0,0,3,1,2,2
5,298,43706,0,7,3,0,4,3,3,0,0
1,1739,67165,1,25,0,0,1,6,8,7,7
3,1416,83084,0,15,3,0,1,1,4,3,3
5,400,35934,1,7,1,0,3,3,6,1,0
1,304,55687,1,6,0,0,1,0,0,2,2
3,263,77736,0,7,0,0,1,0,1,4,0
3,403,35934,1,6,0,0,1,0,0,3,1
3,647,66000,1,6,0,1,2,6,11,4,2
5,679,80310,0,8,4,0,5,0,4,4,0
4,401,67165,1,5,1,0,1,3,0,2,0
4,1046,66000,1,13,3,0,4,7,7,2,1
3,1354,66000,1,14,0,0,2,2,4,10,2
3,566,83084,0,11,0,0,0,4,2,6,2
5,1168,55687,1,16,1,1,5,4,5,5,1
1,2077,66000,1,33,0,0,1,7,9,6,5
4,97,66000,1,2,0,0,0,1,2,0,0
2,459,66000,1,6,0,0,1,3,1,1,1
5,715,98140,1,8,1,0,2,5,7,3,0
3,415,45166,0,9,0,0,1,2,1,2,0
5,76,43706,0,3,0,0,3,1,1,0,0
5,1079,55687,1,12,6,0,2,9,5,5,0
5,397,37116,1,9,0,0,5,1,1,0,0
3,254,55043,1,5,0,0,0,3,1,3,1
5,171,43706,0,3,0,0,2,2,2,0,-1
5,186,72569,1,6,5,0,0,3,4,0,0
5,197,66000,1,4,0,0,4,4,1,2,0
2,152,43706,0,2,0,0,0,0,1,1,0
4,293,55687,1,5,2,0,2,0,2,0,0
5,781,49336,0,12,1,0,4,2,5,4,1
1,272,63109,1,5,0,1,0,0,1,3,4
5,227,77736,0,4,0,0,1,1,0,2,1
4,1001,55687,1,12,0,0,1,3,5,6,1
5,285,66000,1,5,3,0,3,3,1,1,0
2,275,66000,1,3,0,0,2,1,2,1,0
5,291,67165,1,6,5,0,2,1,4,2,0
1,802,67165,1,15,0,0,1,3,5,7,5
2,1274,55043,1,20,0,1,2,3,6,4,1
4,717,43706,0,10,1,0,1,1,2,0,4
3,238,67165,1,3,0,0,0,0,0,2,1
5,261,88716,0,4,2,0,2,0,1,1,0
2,606,77736,0,15,1,0,2,2,0,3,0
5,598,66000,1,8,2,1,3,4,4,1,0
1,130,67165,1,4,1,0,0,1,1,0,1
5,205,83084,0,4,0,0,2,2,0,1,0
5,149,35934,1,7,3,0,1,2,0,0,0
4,1142,80310,0,16,0,0,0,6,9,3,0
1,251,80310,0,3,1,0,0,0,1,3,1
3,1353,37316,1,35,1,0,2,11,9,14,0
5,379,37316,1,6,0,0,4,6,1,0,0
3,413,37316,1,8,0,0,0,2,1,1,2
3,289,77736,0,4,0,0,0,1,2,0,1
3,534,67165,1,10,0,0,0,5,0,2,0
5,1248,67165,1,21,8,0,3,10,3,5,0
4,277,46162,1,7,0,0,2,1,4,2,0
5,813,72569,1,15,5,0,6,2,3,2,0
5,380,83084,0,7,1,1,0,2,3,0,0
4,968,66000,1,16,2,0,2,3,8,4,3
1,969,67165,1,15,1,1,2,6,6,2,3
5,314,77619,0,4,0,0,0,0,3,1,0
3,130,37316,1,3,0,0,0,1,0,0,0
5,401,66000,1,6,2,0,4,3,0,0,0
4,317,98140,1,4,0,0,0,2,1,1,0
5,94,66000,1,3,1,0,2,1,1,0,0
3,421,45166,0,12,1,0,0,2,4,2,0
3,94,67165,1,3,0,0,0,0,0,0,0
1,1202,49336,0,19,0,0,-1,3,3,4,3
5,707,37316,1,8,0,0,4,4,2,3,0
5,116,63109,1,3,2,0,2,2,0,1,0
5,736,67165,1,14,6,0,1,4,2,2,0
4,146,37316,1,3,1,0,1,2,2,1,0
4,875,55043,1,8,0,0,7,7,5,2,1
4,615,66000,1,9,0,0,3,2,7,2,2
5,320,55687,1,5,0,0,3,1,3,1,0
5,142,77736,0,5,0,0,1,2,0,1,0
3,354,72569,1,7,0,0,1,1,0,1,3
5,107,66000,1,5,5,0,2,0,0,0,0
4,595,80310,0,10,1,0,1,3,2,2,0
5,188,55043,1,6,1,0,3,2,0,0,1
5,158,72569,1,2,0,0,2,1,2,2,0
4,319,72569,1,5,0,0,2,2,1,3,0
5,83,55043,1,3,3,0,0,1,1,1,0
1,728,63109,1,10,0,0,1,0,3,4,3
5,93,45166,0,7,2,0,1,0,0,0,0
4,326,37316,1,8,1,0,4,6,2,2,0
4,307,55687,1,5,1,0,2,3,0,3,0
1,615,49336,0,6,0,0,0,4,2,1,0
5,46,55043,1,1,0,0,0,1,1,0,0
2,391,77736,0,5,0,0,2,2,3,1,1
5,2382,55687,1,32,8,8,1,8,6,5,2
3,1418,49336,0,15,0,1,1,7,8,6,0
1,481,35934,1,16,5,2,0,1,1,4,1
5,224,66000,1,4,1,0,1,1,0,0,0
1,734,66000,1,7,0,0,0,1,1,1,7
3,2145,66000,1,50,2,5,5,10,11,12,3
5,167,26724,1,5,4,0,2,0,1,1,0
5,576,77619,0,4,0,0,3,4,3,1,0
4,151,37316,1,4,0,0,1,2,0,0,0
5,700,38264,1,13,2,1,1,5,4,2,1
4,570,66000,1,6,0,0,0,3,4,3,1
4,1184,67165,1,24,2,1,0,6,7,7,1
3,363,37316,1,6,0,0,1,2,0,1,0
4,371,49425,0,6,0,0,0,2,1,4,0
4,347,66000,1,4,1,0,1,3,2,3,0
4,228,72569,1,4,0,0,0,1,1,0,0
4,430,80310,0,7,0,0,1,0,2,1,0
5,132,55687,1,3,0,0,1,3,2,1,1
2,671,37316,1,12,0,0,0,3,4,2,3
3,1763,55687,1,26,0,0,4,9,8,8,0
5,546,77736,0,10,3,0,5,1,6,3,0
4,974,37316,1,13,0,0,0,1,1,6,2
2,530,77619,0,5,0,0,0,1,3,6,2
5,151,98140,1,3,1,0,1,1,0,0,0
5,209,35934,1,6,0,0,3,0,1,0,0
1,168,46162,1,5,1,0,0,0,0,2,0
4,824,77736,0,8,3,0,1,5,1,1,1
5,542,82999,0,7,4,0,1,5,1,4,0
1,470,49336,0,9,3,0,0,0,0,6,3
4,198,77736,0,3,0,0,2,2,2,1,0
5,1081,66000,1,14,1,0,5,2,3,4,2
5,208,66000,1,3,1,0,0,0,2,0,0
1,711,80310,0,9,0,0,0,2,3,3,5
4,423,55687,1,4,0,0,2,0,1,7,0
4,1286,66000,1,9,1,0,3,4,3,5,0
1,460,77619,0,6,0,0,0,3,3,4,2
4,568,66000,1,11,0,0,1,5,4,4,1
5,439,66000,1,7,1,0,5,1,1,1,1
5,610,45166,0,6,3,0,3,3,2,3,0
2,380,77619,0,6,0,0,1,2,3,1,0
4,1013,72569,1,10,0,1,3,2,6,5,0
5,466,66000,1,8,0,0,1,2,1,1,0
4,302,67165,1,5,0,0,2,1,2,1,0
5,770,72569,1,10,1,0,1,5,8,2,2
5,1120,72569,1,12,1,0,9,6,7,3,1
4,372,43706,0,5,0,0,1,1,2,1,0
4,495,35934,1,8,0,0,2,1,2,2,0
5,413,66000,1,4,0,0,1,2,4,0,0
1,108,45166,0,1,0,0,0,1,1,1,1
5,431,37316,1,8,2,0,5,1,1,0,0
5,381,72569,1,7,4,0,5,3,0,1,0
2,2518,66000,1,28,2,0,1,3,4,11,10
3,342,66000,1,5,1,0,0,0,1,0,0
1,228,35934,1,7,0,0,0,1,1,0,0
5,139,66000,1,2,0,0,3,0,0,0,0
5,624,77619,0,10,0,0,2,2,1,1,0
3,332,109742,0,5,0,0,0,4,5,0,2
3,627,66000,1,4,1,0,2,4,5,2,0
4,107,66000,1,3,0,0,2,2,1,0,0
4,796,77619,0,7,0,0,3,3,1,6,3
5,213,77736,0,1,1,0,2,1,1,0,0
5,892,41255,0,12,0,0,3,0,4,2,1
1,142,77736,0,3,0,0,0,0,0,0,0
4,551,49425,0,12,0,0,3,1,1,5,1
5,224,72569,1,4,0,0,3,3,1,0,0
4,538,66000,1,6,2,0,0,3,5,3,0
4,497,37316,1,9,0,0,1,5,3,1,0
4,862,37316,1,10,1,1,2,5,1,1,0
5,236,55687,1,3,0,0,1,1,1,0,0
4,193,77736,0,3,1,0,1,2,1,1,0
5,1362,38264,1,52,2,0,6,5,9,5,0
2,274,55043,1,6,0,1,0,0,1,1,1
4,89,55043,1,3,3,0,0,0,0,0,0
2,955,66000,1,16,0,0,1,3,3,4,1
5,316,77736,0,6,2,0,1,2,2,1,0
4,299,72569,1,5,0,0,2,1,1,0,0
5,227,83084,0,3,2,0,2,2,1,0,0
2,1184,66000,1,13,7,0,1,5,4,4,2
3,2111,77736,0,24,2,0,2,9,11,13,1
5,178,83084,0,7,1,0,2,5,2,0,0
4,638,80310,0,9,1,0,8,2,2,1,0
4,237,66000,1,5,0,0,1,2,3,1,0
5,152,45166,0,3,0,0,2,2,2,2,0
5,1196,72569,1,15,3,1,2,6,4,4,1
4,555,35934,1,7,1,0,2,2,2,4,0
1,431,77736,0,6,1,1,0,1,1,3,2
